player,n_headers,goals_scored,expected_goals,difference
srdjan lakic,30,4.0,3.5765780169325687,-0.4234219830674328
nabil dirar,7,1.0,0.5770883650084815,-0.4229116349915186
nicolas seube,4,1.0,0.5772218104856962,-0.4227781895143038
dusan basta,6,1.0,0.5776564615972973,-0.42234353840270267
stipe perica,15,2.0,1.5782573018647539,-0.42174269813524634
isco,9,1.0,0.5808721577348229,-0.41912784226517713
jeremy toulalan,3,1.0,0.5829849962875844,-0.4170150037124156
cristhian stuani,3,1.0,0.5829849962875844,-0.4170150037124156
lenny nangis,4,1.0,0.5849982968965904,-0.41500170310340956
ibai gomez,8,1.0,0.5854011135056976,-0.41459888649430243
dennis oliech,15,2.0,1.5906434361602997,-0.4093565638397003
steve sidwell,9,2.0,1.5911482562434471,-0.40885174375655287
toby alderweireld,31,5.0,4.591461106929235,-0.4085388930707665
ruud van nistelrooy,12,2.0,1.5922610956768706,-0.4077389043231291
jonathan biabiany,46,5.0,4.593064209270246,-0.40693579072975783
pontus jansson,5,1.0,0.595796229927525,-0.40420377007247504
abdel barrada,2,1.0,0.5983138667885769,-0.4016861332114231
christian bruls,2,1.0,0.5983138667885769,-0.4016861332114231
ivan klasnic,2,1.0,0.5983138667885769,-0.4016861332114231
stefano okaka chuka,2,1.0,0.5983138667885769,-0.4016861332114231
davie selke,12,3.0,2.6001683686790846,-0.3998316313209158
edgar mendez,3,1.0,0.607450692115215,-0.3925493078847851
jefferson montero,5,1.0,0.609019957475217,-0.390980042524783
massimo gobbi,5,1.0,0.609019957475217,-0.390980042524783
paulo da silva,7,1.0,0.6101344516119592,-0.38986554838804083
luuk de jong,15,2.0,1.610456970978089,-0.3895430290219115
victor alvarez,5,1.0,0.6107290659816996,-0.3892709340183005
ferreira reginaldo,1,1.0,0.6116894546049088,-0.38831054539509124
emilio nsue,19,3.0,2.612434751143015,-0.3875652488569854
raoul loe,6,1.0,0.6136145517767722,-0.38638544822322785
steven fletcher,39,6.0,5.614156737884824,-0.3858432621151797
arkadiusz milik,8,1.0,0.6190235795676274,-0.38097642043237256
benjamin stambouli,6,1.0,0.6203977707079579,-0.3796022292920423
anis benhatira,6,1.0,0.6219910093987927,-0.3780089906012074
claudio terzi,6,1.0,0.6231993354948996,-0.37680066450510047
felipe melo,7,1.0,0.6232434710622754,-0.3767565289377246
antonio amaya,31,3.0,2.624732833446438,-0.37526716655356246
mobido diakite,4,1.0,0.6250409896799043,-0.3749590103200957
senad lulic,16,2.0,1.6270730612965993,-0.37292693870340077
benjamin andre,19,2.0,1.6305510486270898,-0.36944895137291006
vicente gomez,5,1.0,0.6316936733191223,-0.3683063266808777
steven paulle,4,1.0,0.6327346705501484,-0.3672653294498516
mario sampirisi,3,1.0,0.6329038031619668,-0.3670961968380332
vincent kompany,24,3.0,2.633979411764318,-0.36602058823568173
adrian ramos,71,8.0,7.635878557988008,-0.3641214420119982
mijat gacinovic,5,1.0,0.6369146089873801,-0.36308539101261994
sergio floccari,42,5.0,4.637356080492427,-0.3626439195075746
lasse sobiech,11,2.0,1.6397575499653618,-0.3602424500346383
adam masina,5,1.0,0.6398316240346081,-0.36016837596539186
felipe caicedo,19,2.0,1.6449374925946372,-0.35506250740536277
antolin alcaraz,6,1.0,0.6454424756749786,-0.3545575243250213
gregory sertic,5,1.0,0.6493487118607367,-0.35065128813926333
ramy bensebaini,6,1.0,0.6511329979694661,-0.34886700203053395
alexandre geijo,8,1.0,0.6516109108964618,-0.3483890891035382
casemiro,6,1.0,0.6517600508827099,-0.34823994911729006
nosa,6,1.0,0.6530759592418522,-0.34692404075814776
alfie mawson,6,1.0,0.6530759592418522,-0.34692404075814776
jonny howson,2,1.0,0.6537100211440232,-0.3462899788559768
abdoulaye meite,4,1.0,0.656683247531189,-0.343316752468811
honorato ederson,4,1.0,0.656683247531189,-0.343316752468811
marco reus,10,1.0,0.6582175681503071,-0.3417824318496931
maya yoshida,10,2.0,1.6583798377454175,-0.3416201622545826
leandro rinaudo,7,1.0,0.6627470656927414,-0.3372529343072586
diego llorente,10,2.0,1.6628861596260973,-0.3371138403739028
hasan salihamidzic,4,1.0,0.6692522467088007,-0.3307477532911993
dany nounkeu,3,1.0,0.6707052244913653,-0.32929477550863484
daniel agger,3,1.0,0.6707052244913652,-0.3292947755086348
cheikhou kouyate,27,4.0,3.670952589907256,-0.32904741009274574
emiliano velazquez,6,1.0,0.6709930295428265,-0.32900697045717353
aleandro rosi,9,1.0,0.6724733003366435,-0.32752669966335646
claudio yacob,4,1.0,0.6744606715040525,-0.32553932849594747
adem ljajic,5,1.0,0.6746563564786632,-0.3253436435213368
ivan ramis,19,3.0,2.675541712805348,-0.32445828719465286
theodor gebre selassie,27,4.0,3.676425587547458,-0.3235744124525419
michel macedo,1,1.0,0.6765779776048388,-0.32342202239516116
lucas orban,1,1.0,0.6765779776048388,-0.32342202239516116
carlos fernandez,1,1.0,0.6765779776048388,-0.32342202239516116
alessio cerci,11,1.0,0.6772183181643047,-0.3227816818356955
gregory leca,3,1.0,0.6804671840796135,-0.3195328159203865
lucas piazon,5,1.0,0.6810490342204943,-0.31895096577950566
roque santa cruz,57,7.0,6.681481402422313,-0.31851859757769213
alex bergantinos,6,1.0,0.6855145653515218,-0.3144854346484782
juanfran,7,1.0,0.6883544467410546,-0.3116455532589454
daniel didavi,18,2.0,1.6914461335382878,-0.30855386646171234
gonzalo,3,1.0,0.6958980187194831,-0.3041019812805169
migjen basha,5,1.0,0.6970372243340341,-0.30296277566596586
cris,6,1.0,0.7011216806615801,-0.29887831933841996
sergio busquets,6,1.0,0.701167617971109,-0.29883238202889095
corentin jean,7,1.0,0.7041678861727435,-0.29583211382725655
julian baumgartlinger,7,1.0,0.7063046085795958,-0.29369539142040424
lorenzo pellegrini,5,1.0,0.7065021452672462,-0.29349785473275386
adrien hunou,6,1.0,0.7074809432014886,-0.2925190567985115
david ngog,14,2.0,1.7083378279871697,-0.29166217201283046
nikica jelavic,44,4.0,3.711295207946792,-0.28870479205320865
botelho,2,1.0,0.7120140249717751,-0.28798597502822487
paolo de ceglie,14,3.0,2.714268555765058,-0.2857314442349427
martin caceres,15,3.0,2.714751532388598,-0.2852484676114031
jesus rueda,6,1.0,0.7216617313535154,-0.27833826864648464
ezequiel schelotto,31,4.0,3.7221811281230384,-0.2778188718769621
bernardo,23,3.0,2.7223014695386683,-0.27769853046133197
aritz elustondo,12,2.0,1.7235255569716645,-0.27647444302833546
patrice evra,20,3.0,2.7235578680182058,-0.27644213198179346
famara diedhiou,6,1.0,0.7238395577293254,-0.2761604422706746
arlind ajeti,6,1.0,0.7245003840437293,-0.2754996159562707
santiago gentiletti,8,2.0,1.7246159437466666,-0.2753840562533335
dejan lekic,8,1.0,0.7248696190702647,-0.2751303809297353
vangelis moras,20,3.0,2.725239839802092,-0.2747601601979076
simone zaza,30,3.0,2.725751940852737,-0.2742480591472647
janingwer callsenbracker,29,4.0,3.7273088958265426,-0.2726911041734594
mateo pavlovic,4,1.0,0.7288672139743377,-0.27113278602566226
carles puyol,7,1.0,0.7320195201783626,-0.2679804798216374
nikola kalinic,28,4.0,3.733947468674824,-0.26605253132517764
dani ndi,3,1.0,0.7346871273382893,-0.26531287266171066
mikel gonzalez,8,2.0,1.7368012237065213,-0.2631987762934786
ahmed elmohamady,9,1.0,0.7382628412045273,-0.2617371587954727
vlad chiriches,4,1.0,0.73921046259921,-0.2607895374007901
manu trigueros,8,1.0,0.7397470816474472,-0.2602529183525529
steven taylor,5,2.0,1.7398625180298812,-0.26013748197011866
pavel krmas,15,2.0,1.740494666653342,-0.259505333346658
xavi torres,8,1.0,0.7423298663737714,-0.25767013362622865
ryan bennett,7,1.0,0.7426962866816231,-0.25730371331837687
glen johnson,2,1.0,0.746175072732447,-0.253824927267553
joseph lopy,2,1.0,0.7502762288484435,-0.24972377115155653
fabian schar,6,1.0,0.752248750024929,-0.24775124997507103
markus rosenberg,9,2.0,1.752356913903896,-0.24764308609610414
roman hubnik,9,1.0,0.7566456380675705,-0.24335436193242954
mohammed abdellaoue,16,2.0,1.7583042974125183,-0.24169570258748174
yann karamoh,3,1.0,0.759085957092118,-0.240914042907882
fernando aristeguieta,10,1.0,0.7616791330013397,-0.23832086699866034
alvaro arroyo,4,1.0,0.7619312460760986,-0.23806875392390137
andrea esposito,4,1.0,0.7624369304349732,-0.23756306956502685
sergio,7,1.0,0.7728790686368514,-0.22712093136314865
yoann poulard,6,1.0,0.7739892893413706,-0.2260107106586295
maurizio lanzaro,7,1.0,0.7748658692147137,-0.22513413078528632
simao mate,9,1.0,0.7764282083620031,-0.2235717916379969
gorka elustondo,9,1.0,0.7782968646582851,-0.22170313534171493
gabriel,9,1.0,0.7815384899252585,-0.21846151007474152
jhon cordoba,19,2.0,1.7832944311042296,-0.21670556889577042
gustavo cabral,33,4.0,3.7848331648232794,-0.21516683517672253
kevin berigaud,26,3.0,2.7860334442009878,-0.21396655579901294
adrian mariappa,2,1.0,0.7880776501778419,-0.21192234982215807
lloyd palun,2,1.0,0.7880776501778419,-0.21192234982215807
ander iturraspe,8,1.0,0.7885492881202694,-0.21145071187973064
sebastian prodl,52,8.0,7.794679330905682,-0.20532066909432067
andreas ivanschitz,17,1.0,0.7962665309012498,-0.20373346909875029
ismael traore,6,1.0,0.7973027926352361,-0.20269720736476393
jonathan cristaldo,13,1.0,0.7997830164170711,-0.20021698358292916
goran pandev,8,1.0,0.8046616001592792,-0.19533839984072093
gary medel,8,1.0,0.8051692888249363,-0.19483071117506368
jean armel kana biyik,7,1.0,0.8068979706700093,-0.1931020293299907
jay rodriguez,28,3.0,2.807099750371098,-0.1929002496289033
andrea masiello,3,1.0,0.811699382484935,-0.188300617515065
francois kamano,12,2.0,1.8120453242529395,-0.1879546757470606
diego castro,11,1.0,0.8128563110798758,-0.1871436889201242
serge gakpe,12,2.0,1.8131698285144169,-0.18683017148558334
ramires,7,1.0,0.8142736479256358,-0.18572635207436416
oscar hiljemark,6,1.0,0.8159549193539779,-0.1840450806460221
axel ngando,6,1.0,0.8163310933138181,-0.1836689066861819
lorenzo insigne,10,1.0,0.8184119727992706,-0.18158802720072953
jan moravek,4,1.0,0.8184443179897839,-0.1815556820102161
victor camarasa,4,1.0,0.8213132119345831,-0.17868678806541693
raul albentosa ,3,1.0,0.8235136975447782,-0.1764863024552218
paolo cannavaro,14,2.0,1.8243882656529153,-0.17561173434708455
jose luis palomino,4,1.0,0.8270327756250513,-0.1729672243749487
paulo barreto,4,1.0,0.8282258104937367,-0.17177418950626333
thievy,8,1.0,0.8301147112060309,-0.16988528879396914
igor lewczuk,6,1.0,0.8303501281228959,-0.16964987187710412
luis muriel,15,2.0,1.8316452783645607,-0.16835472163543946
james mcclean,8,1.0,0.8349646759506524,-0.16503532404934768
fabio borini,12,1.0,0.8379410492018191,-0.16205895079818083
lucas castro,32,4.0,3.8392883037139214,-0.16071169628607784
antonio candreva,8,1.0,0.8399529315219607,-0.1600470684780394
roland lamah,7,1.0,0.8407938469903502,-0.15920615300964974
rafael toloi,8,1.0,0.8410657749202932,-0.15893422507970684
slobodan medojevic,4,1.0,0.841885663526999,-0.15811433647300105
eduardo ribeiro,10,1.0,0.8475145019003957,-0.15248549809960452
guillermo,9,1.0,0.8528625911446768,-0.14713740885532312
john boye,10,2.0,1.8547444948238085,-0.1452555051761914
simon falette,9,1.0,0.8559866751873003,-0.14401332481269985
julien feret,5,1.0,0.8572100418487892,-0.14278995815121076
kevinprince boateng,41,4.0,3.8573268147507043,-0.14267318524929917
mathieu dossevi,5,1.0,0.8580509018442954,-0.14194909815570458
morgan schneiderlin,10,1.0,0.8609755038299761,-0.13902449617002388
george boyd,6,1.0,0.8613467651403964,-0.13865323485960365
jordi figueras,7,1.0,0.8653777472879898,-0.1346222527120102
luca paganini,8,1.0,0.8692799480803988,-0.1307200519196014
raul bobadilla,15,3.0,2.8695116198444452,-0.13048838015555542
gaetan bussmann,6,1.0,0.8717253153658139,-0.12827468463418612
alvaro dominguez,23,3.0,2.8724568304317364,-0.1275431695682645
wesley hoedt,9,1.0,0.872914111187326,-0.12708588881267405
tiemoue bakayoko,12,2.0,1.875121616976841,-0.12487838302315883
sadio mane,13,2.0,1.8751232953218402,-0.12487670467815987
chicharito,8,1.0,0.8775286218583394,-0.1224713781416608
daniele corvia,7,1.0,0.8804997753137666,-0.11950022468623343
samu castillejo,7,1.0,0.8827820116602352,-0.11721798833976485
halil altintop,11,1.0,0.883967806020873,-0.116032193979127
kalidou koulibaly,12,2.0,1.8843117962475788,-0.11568820375242123
john utaka,21,2.0,1.886634721199225,-0.11336527880077528
robin knoche,20,3.0,2.88683919145445,-0.11316080854555041
tulio de melo,42,4.0,3.889631667848367,-0.1103683321516362
geromel,7,1.0,0.8901263115446496,-0.10987368845535038
stefan reisinger,6,1.0,0.8908249072677604,-0.10917509273223956
patrick helmes,7,1.0,0.8914598993863172,-0.10854010061368283
connor wickham,30,4.0,3.8917323779171014,-0.10826762208290062
victor moses,6,1.0,0.891799978222179,-0.10820002177782094
matt ritchie,6,1.0,0.8931068717629955,-0.10689312823700453
steve mounie,28,3.0,2.8967336971316935,-0.10326630286830828
raffaele rubino,12,1.0,0.8995291065115762,-0.10047089348842375
florian jarjat,5,1.0,0.9034665292256197,-0.09653347077438035
phil jones,7,1.0,0.904623084051892,-0.09537691594810807
lucas ocampos,13,2.0,1.9125953581728623,-0.0874046418271378
adam bodzek,3,1.0,0.9136469494221016,-0.08635305057789844
eder,58,6.0,5.914385573700757,-0.08561442629924451
julian palmieri,7,1.0,0.9158989009130964,-0.08410109908690348
miku,27,4.0,3.9162907403647345,-0.0837092596352653
ryder matos,11,1.0,0.9165866821298211,-0.0834133178701789
karim rekik,6,1.0,0.9174840140065936,-0.08251598599340637
moritz hartmann,14,2.0,1.9213146027444932,-0.07868539725550704
lorenzo de silvestri,24,3.0,2.9255961450863923,-0.07440385491360867
leonardo pavoletti,54,6.0,5.926265082941435,-0.07373491705857002
cedric yambere,13,2.0,1.926783671384081,-0.0732163286159191
nenad tomovic,8,1.0,0.9281102054237998,-0.07188979457620025
andrija delibasic,14,2.0,1.929781301535742,-0.07021869846425821
roy contout,20,3.0,2.933101725257159,-0.06689827474284149
cyril thereau,41,5.0,4.942503991227958,-0.05749600877204475
angel di maria,4,1.0,0.9432481658846343,-0.056751834115365704
isaac thelin,11,1.0,0.9459643728010786,-0.05403562719892141
jeremy morel,9,1.0,0.9489215637697072,-0.05107843623029283
marco asensio,4,1.0,0.9490419365790387,-0.050958063420961305
fabricio coloccini,8,1.0,0.9492361945445875,-0.050763805455412536
kalu uche,26,3.0,2.95175691583307,-0.0482430841669312
john brooks,11,1.0,0.955311605398588,-0.04468839460141209
ashkan dejagah,7,1.0,0.9577400755155899,-0.04225992448441
domi kumbela,16,2.0,1.9581343741317827,-0.041865625868217286
bakaye traore,9,1.0,0.9598099547989072,-0.04019004520109282
christophe jallet,12,1.0,0.9602848451603504,-0.03971515483964952
miguel flano,9,1.0,0.9611960784714106,-0.03880392152858933
mathias ranegie,8,1.0,0.9619368946335181,-0.038063105366481914
khalid boulahrouz,5,1.0,0.9644706731325423,-0.035529326867457675
fernando,7,1.0,0.9651484714489953,-0.03485152855100471
ellyes skhiri,7,1.0,0.9673029117426507,-0.032697088257349266
djamel bakar,11,1.0,0.9687973614792261,-0.031202638520773998
marco capuano,6,1.0,0.973034053816846,-0.026965946183154003
mustapha diallo,21,3.0,2.974518364038973,-0.02548163596102747
oier,17,2.0,1.9791279648579894,-0.020872035142010623
didier digard,7,1.0,0.9801162268089993,-0.019883773191000653
maxime le marchand,4,1.0,0.980772068758561,-0.019227931241438956
matthew jarvis,4,1.0,0.9848905123208676,-0.015109487679132408
carlos martinez,8,1.0,0.9892918440610132,-0.010708155938986746
ze castro,8,1.0,0.9957673184564406,-0.00423268154355938
florian raspentino,7,1.0,0.9969451612196201,-0.0030548387803799038
javier pastore,16,2.0,2.0013176274774414,0.0013176274774413244
sambou yatabare,10,1.0,1.005002584376808,0.0050025843768079226
gianni bruno,19,3.0,3.006938332954733,0.006938332954732257
stefano morrone,2,1.0,1.0077365694884377,0.0077365694884377195
said benrahma,2,1.0,1.0077365694884377,0.0077365694884377195
giovanni marchese,8,1.0,1.012457918484619,0.012457918484619024
moi gomez,1,0.0,0.014526597701852953,0.014526597701852953
jaroslav plasil,17,2.0,2.0157483622668133,0.015748362266813497
jordon ibe,1,0.0,0.016739258832737594,0.016739258832737594
romain grange,1,0.0,0.016739258832737594,0.016739258832737594
akaki gogia,1,0.0,0.016739258832737594,0.016739258832737594
bruno grougi,1,0.0,0.016739258832737594,0.016739258832737594
marcel de jong,1,0.0,0.016739258832737594,0.016739258832737594
ricardo horta,1,0.0,0.016739258832737594,0.016739258832737594
craig noone,1,0.0,0.016739258832737594,0.016739258832737594
simone caruso,1,0.0,0.016739258832737594,0.016739258832737594
ken ilso,1,0.0,0.016739258832737594,0.016739258832737594
marvin ducksch,1,0.0,0.016739258832737594,0.016739258832737594
thibault giresse,1,0.0,0.016739258832737594,0.016739258832737594
janek sternberg,1,0.0,0.016739258832737594,0.016739258832737594
daley blind,1,0.0,0.016739258832737594,0.016739258832737594
baissama sankoh,1,0.0,0.016739258832737594,0.016739258832737594
jonathan brison,1,0.0,0.016739258832737594,0.016739258832737594
franck honorat,1,0.0,0.016739258832737594,0.016739258832737594
presnel kimpembe,1,0.0,0.016739258832737594,0.016739258832737594
darron gibson,1,0.0,0.017326832963185847,0.017326832963185847
leonardo ponzio,1,0.0,0.017326832963185847,0.017326832963185847
charles kabore,1,0.0,0.017326832963185847,0.017326832963185847
thiago motta,25,3.0,3.01774933011996,0.017749330119959453
nampalys mendy,1,0.0,0.01829569100172169,0.01829569100172169
ernesto galan,1,0.0,0.01829569100172169,0.01829569100172169
marius stankevicius,1,0.0,0.01829569100172169,0.01829569100172169
romain metanire,1,0.0,0.01829569100172169,0.01829569100172169
carmelo,1,0.0,0.01829569100172169,0.01829569100172169
hordur magnusson,1,0.0,0.01829569100172169,0.01829569100172169
abdoulaye sane,1,0.0,0.01829569100172169,0.01829569100172169
javier aquino,1,0.0,0.01829569100172169,0.01829569100172169
luciano,1,0.0,0.01829569100172169,0.01829569100172169
suso,1,0.0,0.01829569100172169,0.01829569100172169
arnaud nordin,1,0.0,0.01829569100172169,0.01829569100172169
florent balmont,1,0.0,0.01829569100172169,0.01829569100172169
luigi bruins,1,0.0,0.01829569100172169,0.01829569100172169
julian korb,1,0.0,0.01829569100172169,0.01829569100172169
darnell furlong,1,0.0,0.01829569100172169,0.01829569100172169
matt upson,1,0.0,0.01829569100172169,0.01829569100172169
johan audel,12,1.0,1.0196626240446833,0.01966262404468319
mamadou ndiaye,1,0.0,0.01985394759421133,0.01985394759421133
william matheus,1,0.0,0.01985394759421133,0.01985394759421133
tino costa,1,0.0,0.01985394759421133,0.01985394759421133
vladimir darida,1,0.0,0.01985394759421133,0.01985394759421133
daniel brinkmann,1,0.0,0.01985394759421133,0.01985394759421133
gregory proment,1,0.0,0.01985394759421133,0.01985394759421133
park jooho,1,0.0,0.02084516259281169,0.02084516259281169
vincent nogueira,1,0.0,0.0214128347779317,0.0214128347779317
miguel lopes,1,0.0,0.0214128347779317,0.0214128347779317
branimir hrgota,9,1.0,1.0216317049461496,0.021631704946149535
javier manquillo,1,0.0,0.021768442865284073,0.021768442865284073
marvin compper,7,1.0,1.023246094979682,0.023246094979681907
mohamed diame,7,1.0,1.0251789959284145,0.025178995928414466
milan petrzela,1,0.0,0.025630000056274575,0.025630000056274575
javi alamo,1,0.0,0.025630000056274575,0.025630000056274575
marko marin,1,0.0,0.025630000056274575,0.025630000056274575
fabian reese,1,0.0,0.025630000056274575,0.025630000056274575
federico balzaretti,1,0.0,0.025630000056274575,0.025630000056274575
henrique sereno,7,1.0,1.026139008089969,0.026139008089969024
oguchi onyewu,1,0.0,0.026794357773600397,0.026794357773600397
ali adnan,1,0.0,0.0268218763231876,0.0268218763231876
guillherme siqueira,1,0.0,0.0268218763231876,0.0268218763231876
joe bennett,1,0.0,0.0268218763231876,0.0268218763231876
artem kravets,11,2.0,2.0302604513168667,0.0302604513168665
edgar barreto,14,1.0,1.0303490672404316,0.030349067240431543
james tarkowski,1,0.0,0.03423684377852452,0.03423684377852452
waldemar anton,1,0.0,0.03423684377852452,0.03423684377852452
darren bent,5,1.0,1.0344842107298329,0.03448421072983289
oriol riera,77,8.0,8.035161340746953,0.03516134074694324
larry azouni,1,0.0,0.03650111728966329,0.03650111728966329
thomas ince,1,0.0,0.03650111728966329,0.03650111728966329
gregory van der wiel,1,0.0,0.03650111728966329,0.03650111728966329
luis pedro cavanda,1,0.0,0.03650111728966329,0.03650111728966329
fede vico,2,0.0,0.03659138200344338,0.03659138200344338
leandro castan,5,1.0,1.0369062492217014,0.036906249221701354
xabi prieto,51,4.0,4.037236174701458,0.03723617470145524
rasmus jonsson,1,0.0,0.037486179402668594,0.037486179402668594
saul,1,0.0,0.037486179402668594,0.037486179402668594
dani garcia,1,0.0,0.03778580727060746,0.03778580727060746
tito,14,2.0,2.0378989485070163,0.037898948507016236
carlos pena,4,1.0,1.0391999871681215,0.039199987168121564
fernando tissone,4,1.0,1.0391999871681217,0.03919998716812159
alessandro carrozza,1,0.0,0.03921027900909185,0.03921027900909185
simon zenke,1,0.0,0.03921027900909185,0.03921027900909185
javi chica,1,0.0,0.03921027900909185,0.03921027900909185
eden ben basat,11,1.0,1.0401461670690917,0.04014616706909175
francesco totti,8,1.0,1.0405033742502048,0.040503374250204754
koke,15,2.0,2.0438998289810755,0.043899828981075695
chris lowe,1,0.0,0.04459382862322972,0.04459382862322972
guido marilungo,7,1.0,1.0457278933465024,0.04572789334650232
luis garcia,8,1.0,1.046222937940673,0.04622293794067289
jacques zoua,10,1.0,1.047997577441308,0.04799757744130791
antonio barragan,1,0.0,0.04824514019685284,0.04824514019685284
douglas costa,1,0.0,0.04824514019685284,0.04824514019685284
matthieu sans,1,0.0,0.04824514019685284,0.04824514019685284
marcel risse,1,0.0,0.04824514019685284,0.04824514019685284
roman bezjak,1,0.0,0.04824514019685284,0.04824514019685284
cephas malele,1,0.0,0.04824514019685284,0.04824514019685284
stelios malezas,1,0.0,0.04824514019685284,0.04824514019685284
pawel wszolek,1,0.0,0.04824514019685284,0.04824514019685284
ryan fraser,1,0.0,0.04824514019685284,0.04824514019685284
simone perrotta,1,0.0,0.04824514019685284,0.04824514019685284
lukas frode,1,0.0,0.04824514019685284,0.04824514019685284
romain philippoteaux,1,0.0,0.04824514019685284,0.04824514019685284
gianluigi donnarumma,1,0.0,0.04824514019685284,0.04824514019685284
leonardo capezzi,1,0.0,0.04824514019685284,0.04824514019685284
marcel buchel,1,0.0,0.04824514019685284,0.04824514019685284
joel gerezgiher,1,0.0,0.04824514019685284,0.04824514019685284
matthias ostrzolek,1,0.0,0.04824514019685284,0.04824514019685284
michael ortega,1,0.0,0.04824514019685284,0.04824514019685284
george puscas,1,0.0,0.04824514019685284,0.04824514019685284
guido burgstaller,1,0.0,0.04824514019685284,0.04824514019685284
pedro geromel,1,0.0,0.04824514019685284,0.04824514019685284
hong jeongho,1,0.0,0.04824514019685284,0.04824514019685284
cristian espinoza,1,0.0,0.04824514019685284,0.04824514019685284
onur bulut,1,0.0,0.04824514019685284,0.04824514019685284
ricardo pereira,1,0.0,0.04824514019685284,0.04824514019685284
javier zanetti,1,0.0,0.04824514019685284,0.04824514019685284
yacine abdessadki,1,0.0,0.04824514019685284,0.04824514019685284
youssuf mulumbu,1,0.0,0.04824514019685284,0.04824514019685284
joel chukwuma obi,1,0.0,0.04824514019685284,0.04824514019685284
renato sanches,1,0.0,0.04824514019685284,0.04824514019685284
jordan lyden,1,0.0,0.04824514019685284,0.04824514019685284
rami bensebaini,1,0.0,0.04824514019685284,0.04824514019685284
verza,1,0.0,0.04824514019685284,0.04824514019685284
philipp max,1,0.0,0.04824514019685284,0.04824514019685284
sebastien grax,1,0.0,0.04824514019685284,0.04824514019685284
moustapha bayal sall,30,4.0,4.048960833047617,0.04896083304761584
sead kolasinac,3,1.0,1.0494187476199566,0.049418747619956654
erick pulgar,2,0.0,0.05037241998183005,0.05037241998183005
keisuke honda,12,1.0,1.0538902794605622,0.053890279460562115
thomas meunier,1,0.0,0.055121255884751745,0.055121255884751745
youssouf mulumbu,1,0.0,0.05577453027687265,0.05577453027687265
davide succi,1,0.0,0.05577453027687265,0.05577453027687265
albert bunjaku,1,0.0,0.05577453027687265,0.05577453027687265
issiar dia,1,0.0,0.05577453027687265,0.05577453027687265
alberto moreno,1,0.0,0.05577453027687265,0.05577453027687265
nicolo barella,1,0.0,0.05577453027687265,0.05577453027687265
